,phrase,funny count,percent funny
1884,other day he,39,0.975
1885,what part of,39,0.975
1886,is no i,39,0.975
1887,you get off,39,0.975
1888,i went on,39,0.975
1889,can you make,39,0.975
1890,a really bad,39,0.975
1891,down the chimney,39,0.975
1892,in a sentence,39,0.975
1893,me are you,39,0.975
1894,love with a,39,0.975
1895,on a date,155,0.9748427672955975
1896,what is this,116,0.9747899159663865
1897,if you love,77,0.9746835443037974
1898,i guess that,77,0.9746835443037974
1899,i was walking,77,0.9746835443037974
1900,do you like,153,0.9745222929936306
1901,i woke up,153,0.9745222929936306
1902,it is called,380,0.9743589743589743
1903,you tell me,76,0.9743589743589743
1904,so i asked,76,0.9743589743589743
1905,where is my,38,0.9743589743589743
1906,ca not wait,38,0.9743589743589743
1907,sign that said,38,0.9743589743589743
1908,out of what,38,0.9743589743589743
1909,the shower and,38,0.9743589743589743
1910,i say to,38,0.9743589743589743
1911,you ever heard,38,0.9743589743589743
1912,a chinese man,38,0.9743589743589743
1913,telling me that,38,0.9743589743589743
1914,to fish and,38,0.9743589743589743
1915,with a bunch,38,0.9743589743589743
1916,no i in,38,0.9743589743589743
1917,for her birthday,38,0.9743589743589743
1918,norris does not,38,0.9743589743589743
1919,of toilet paper,38,0.9743589743589743
1920,have you got,38,0.9743589743589743
1921,give me your,38,0.9743589743589743
1922,bought a new,38,0.9743589743589743
1923,what do they,113,0.9741379310344828
1924,the other one,188,0.9740932642487047
1925,the other night,75,0.974025974025974
1926,i have lost,74,0.9736842105263158
1927,in her mouth,74,0.9736842105263158
1928,fall off the,74,0.9736842105263158
1929,falls out of,37,0.9736842105263158
1930,i have started,37,0.9736842105263158
1931,ban from the,37,0.9736842105263158
1932,about the woman,37,0.9736842105263158
1933,who the hell,37,0.9736842105263158
1934,are two kinds,37,0.9736842105263158
1935,me im a,37,0.9736842105263158
1936,when people say,37,0.9736842105263158
1937,thing about having,37,0.9736842105263158
1938,and a chair,37,0.9736842105263158
1939,are calling it,37,0.9736842105263158
1940,my credit card,37,0.9736842105263158
1941,courtesy of my,37,0.9736842105263158
1942,you hate it,37,0.9736842105263158
1943,so i put,37,0.9736842105263158
1944,to drive this,37,0.9736842105263158
1945,me i want,37,0.9736842105263158
1946,people are like,37,0.9736842105263158
1947,just fly the,37,0.9736842105263158
1948,gon na be,183,0.973404255319149
1949,why were the,73,0.9733333333333334
1950,are gon na,182,0.9732620320855615
1951,the grocery store,109,0.9732142857142857
1952,a sex change,36,0.972972972972973
1953,my kids are,36,0.972972972972973
1954,i went out,36,0.972972972972973
1955,in my room,36,0.972972972972973
1956,i gave my,36,0.972972972972973
1957,guess that is,36,0.972972972972973
1958,once i would,36,0.972972972972973
1959,year old boy,36,0.972972972972973
1960,dog and a,36,0.972972972972973
1961,upon a time,36,0.972972972972973
1962,i remember when,36,0.972972972972973
1963,is because i,36,0.972972972972973
1964,guy with no,36,0.972972972972973
1965,is favorite food,36,0.972972972972973
1966,have alzheimer is,36,0.972972972972973
1967,because all the,36,0.972972972972973
1968,what are you,287,0.9728813559322034
1969,the other day,789,0.9728729963008631
1970,why does a,107,0.9727272727272728
1971,into a wall,71,0.9726027397260274
1972,glass of water,71,0.9726027397260274
1973,so i could,71,0.9726027397260274
1974,walk out of,71,0.9726027397260274
1975,kinds of people,106,0.9724770642201835
1976,a priest and,106,0.9724770642201835
1977,are you doing,140,0.9722222222222222
1978,i get to,70,0.9722222222222222
1979,how the hell,35,0.9722222222222222
1980,jump off a,35,0.9722222222222222
1981,tried to catch,35,0.9722222222222222
1982,what starts with,35,0.9722222222222222
1983,what time does,35,0.9722222222222222
1984,to tell if,35,0.9722222222222222
1985,he gave me,35,0.9722222222222222
1986,cross the street,35,0.9722222222222222
1987,door open for,35,0.9722222222222222
1988,a christmas tree,35,0.9722222222222222
1989,he is gon,35,0.9722222222222222
1990,is a mexican,35,0.9722222222222222
1991,if i got,35,0.9722222222222222
1992,they say you,35,0.9722222222222222
1993,i went for,35,0.9722222222222222
1994,all over a,35,0.9722222222222222
1995,what time is,35,0.9722222222222222
1996,but im pretty,35,0.9722222222222222
1997,gon na take,35,0.9722222222222222
1998,winnie the pooh,35,0.9722222222222222
1999,do when your,35,0.9722222222222222
2000,do not you,451,0.9719827586206896
2001,do you mean,104,0.9719626168224299
2002,other day and,104,0.9719626168224299
2003,not wan na,69,0.971830985915493
2004,this is your,69,0.971830985915493
2005,up with my,69,0.971830985915493
2006,told me to,343,0.9716713881019831
2007,the man with,68,0.9714285714285714
2008,today it was,68,0.9714285714285714
2009,why do we,68,0.9714285714285714
2010,do you want,337,0.9711815561959655
2011,the best part,235,0.9710743801652892
2012,do when you,67,0.9710144927536232
2013,go to bed,67,0.9710144927536232
2014,i have only,67,0.9710144927536232
2015,i realized i,67,0.9710144927536232
2016,wife and i,166,0.9707602339181286
2017,is it so,66,0.9705882352941176
2018,how did you,130,0.9701492537313433
2019,i found out,130,0.9701492537313433
2020,is your favorite,65,0.9701492537313433
2021,he is all,65,0.9701492537313433
2022,me i would,65,0.9701492537313433
2023,is worse than,224,0.9696969696969697
2024,a man is,224,0.9696969696969697
2025,what do i,64,0.9696969696969697
2026,told my wife,64,0.9696969696969697
2027,me if you,64,0.9696969696969697
2028,i bought my,64,0.9696969696969697
2029,because he only,64,0.9696969696969697
2030,to put my,64,0.9696969696969697
2031,should have seen,64,0.9696969696969697
2032,they call me,64,0.9696969696969697
2033,i wonder if,159,0.9695121951219512
2034,about the man,127,0.9694656488549618
2035,what happened when,127,0.9694656488549618
2036,a girl who,95,0.9693877551020408
2037,as a kid,95,0.9693877551020408
2038,it is okay,95,0.9693877551020408
2039,told me she,126,0.9692307692307692
2040,me so i,63,0.9692307692307692
2041,fall out of,63,0.9692307692307692
2042,into a hotel,63,0.9692307692307692
2043,a man to,94,0.9690721649484536
2044,what is that,125,0.9689922480620154
2045,you are so,93,0.96875
2046,of the alphabet,62,0.96875
2047,will let you,62,0.96875
2048,im pretty sure,123,0.968503937007874
2049,the worst thing,184,0.968421052631579
2050,what the hell,122,0.9682539682539683
2051,i wake up,61,0.9682539682539683
2052,why is there,91,0.9680851063829787
2053,a lot like,212,0.9680365296803652
2054,told me i,240,0.967741935483871
2055,me if i,238,0.967479674796748
2056,do not they,89,0.967391304347826
2057,you know when,148,0.9673202614379085
2058,you must be,59,0.9672131147540983
2059,i bet you,59,0.9672131147540983
2060,to the guy,59,0.9672131147540983
2061,i went to,645,0.967016491754123
2062,a bag of,175,0.9668508287292817
2063,in this world,204,0.966824644549763
2064,is gon na,232,0.9666666666666667
2065,i was born,87,0.9666666666666667
2066,i thought of,58,0.9666666666666667
2067,me i can,58,0.9666666666666667
2068,why is it,287,0.9663299663299664
2069,in my mouth,86,0.9662921348314607
2070,what was the,228,0.9661016949152542
2071,do we want,171,0.9661016949152542
2072,to make me,57,0.9661016949152542
2073,so i can,255,0.9659090909090909
2074,a black man,337,0.9656160458452722
2075,in the closet,56,0.9655172413793104
2076,have you been,83,0.9651162790697675
2077,walks out of,83,0.9651162790697675
2078,every time you,83,0.9651162790697675
2079,the guy who,359,0.9650537634408602
2080,the other is,385,0.9649122807017544
2081,you but i,55,0.9649122807017544
2082,bag of cocaine,55,0.9649122807017544
2083,in a canoe,55,0.9649122807017544
2084,but then i,192,0.964824120603015
2085,what is your,411,0.9647887323943662
2086,i said i,219,0.9647577092511013
2087,i took a,82,0.9647058823529412
2088,of a tree,82,0.9647058823529412
2089,in the toilet,82,0.9647058823529412
2090,why do you,244,0.9644268774703557
2091,i will have,243,0.9642857142857143
2092,wish i could,81,0.9642857142857143
2093,you give me,54,0.9642857142857143
2094,you know who,80,0.963855421686747
2095,me i am,53,0.9636363636363636
2096,i heard it,53,0.9636363636363636
2097,a girl in,53,0.9636363636363636
2098,you have never,53,0.9636363636363636
2099,what you eat,53,0.9636363636363636
2100,would tell you,79,0.9634146341463414
2101,can not hear,79,0.9634146341463414
2102,a woman with,104,0.9629629629629629
2103,guy in the,78,0.9629629629629629
2104,so i told,78,0.9629629629629629
2105,im on a,52,0.9629629629629629
2106,all of your,52,0.9629629629629629
2107,know you have,52,0.9629629629629629
2108,pay to have,52,0.9629629629629629
2109,do not kill,52,0.9629629629629629
2110,good at it,52,0.9629629629629629
2111,if i have,103,0.9626168224299065
2112,not believe i,77,0.9625
2113,are like a,51,0.9622641509433962
2114,not forget to,51,0.9622641509433962
2115,heard of it,51,0.9622641509433962
2116,and donald trump,51,0.9622641509433962
2117,a scale of,51,0.9622641509433962
2118,do not drink,51,0.9622641509433962
2119,you want me,51,0.9622641509433962
2120,the good ones,51,0.9622641509433962
2121,all the good,51,0.9622641509433962
2122,i wish i,228,0.9620253164556962
2123,break up with,76,0.9620253164556962
2124,to tell a,101,0.9619047619047619
2125,do not tell,101,0.9619047619047619
2126,do not worry,352,0.9617486338797814
2127,not change anything,75,0.9615384615384616
2128,i just made,50,0.9615384615384616
2129,do you ever,50,0.9615384615384616
2130,think im a,50,0.9615384615384616
2131,they will never,50,0.9615384615384616
2132,no that is,50,0.9615384615384616
2133,next to me,124,0.9612403100775194
2134,what happens when,322,0.9611940298507463
2135,heard about the,198,0.9611650485436893
2136,you know you,247,0.9610894941634242
2137,because he could,74,0.961038961038961
2138,do not remember,74,0.961038961038961
2139,it is funny,74,0.961038961038961
2140,goes into a,49,0.9607843137254902
2141,hope it is,49,0.9607843137254902
2142,until you are,49,0.9607843137254902
2143,i made up,49,0.9607843137254902
2144,a pain in,49,0.9607843137254902
2145,we want it,49,0.9607843137254902
2146,breaking up with,49,0.9607843137254902
2147,to the gym,122,0.9606299212598425
2148,once was a,73,0.9605263157894737
2149,pick it up,73,0.9605263157894737
2150,they are both,362,0.9602122015915119
2151,you got ta,96,0.96
2152,is not my,96,0.96
2153,you are all,48,0.96
2154,bar and a,48,0.96
2155,the whole time,48,0.96
2156,i just heard,48,0.96
2157,you find the,48,0.96
2158,why did they,48,0.96
2159,i said no,95,0.9595959595959596
2160,i used to,616,0.9595015576323987
2161,me i do,94,0.9591836734693877
2162,to my friend,47,0.9591836734693877
2163,will kill you,47,0.9591836734693877
2164,by a bus,47,0.9591836734693877
2165,when is the,47,0.9591836734693877
2166,me i had,47,0.9591836734693877
2167,an year old,47,0.9591836734693877
2168,on a diet,47,0.9591836734693877
2169,a band called,47,0.9591836734693877
2170,did you do,47,0.9591836734693877
2171,st patrick is,47,0.9591836734693877
2172,down the stairs,117,0.9590163934426229
2173,a box of,187,0.958974358974359
2174,it to her,70,0.958904109589041
2175,me i was,93,0.9587628865979382
2176,what kind of,857,0.9586129753914989
2177,i told her,253,0.9583333333333334
2178,where do you,161,0.9583333333333334
2179,it when i,92,0.9583333333333334
2180,me what i,69,0.9583333333333334
2181,would be called,69,0.9583333333333334
2182,i thought you,69,0.9583333333333334
2183,a kid i,69,0.9583333333333334
2184,thanks for the,69,0.9583333333333334
2185,why is not,69,0.9583333333333334
2186,is it just,46,0.9583333333333334
2187,the punch line,46,0.9583333333333334
2188,to put your,46,0.9583333333333334
2189,i have two,46,0.9583333333333334
2190,gave me a,114,0.957983193277311
2191,what do the,136,0.9577464788732394
2192,just bought a,68,0.9577464788732394
2193,in the snow,68,0.9577464788732394
2194,and one to,68,0.9577464788732394
2195,i should not,68,0.9577464788732394
2196,what did you,113,0.9576271186440678
2197,because you are,180,0.9574468085106383
2198,why am i,45,0.9574468085106383
2199,out of me,45,0.9574468085106383
2200,time you are,45,0.9574468085106383
2201,heart of a,45,0.9574468085106383
2202,for that one,45,0.9574468085106383
2203,in your pocket,45,0.9574468085106383
2204,came first the,45,0.9574468085106383
2205,thing you can,45,0.9574468085106383
2206,has not come,45,0.9574468085106383
2207,chuck norris does,45,0.9574468085106383
2208,kermit the frog,45,0.9574468085106383
2209,why are you,202,0.957345971563981
2210,a hot dog,67,0.9571428571428572
2211,what happens to,67,0.9571428571428572
2212,you when you,67,0.9571428571428572
2213,you know what,639,0.9565868263473054
2214,they are always,176,0.9565217391304348
2215,a catholic priest,66,0.9565217391304348
2216,to my wife,66,0.9565217391304348
2217,you take the,66,0.9565217391304348
2218,are not you,66,0.9565217391304348
2219,at first i,66,0.9565217391304348
2220,me to take,66,0.9565217391304348
2221,she said no,66,0.9565217391304348
2222,a jar of,44,0.9565217391304348
2223,are you in,44,0.9565217391304348
2224,is like being,44,0.9565217391304348
2225,me trying to,44,0.9565217391304348
2226,im sick of,44,0.9565217391304348
2227,a tree a,44,0.9565217391304348
2228,between me and,44,0.9565217391304348
2229,because no one,44,0.9565217391304348
2230,to sleep with,44,0.9565217391304348
2231,i will start,44,0.9565217391304348
2232,and asked if,44,0.9565217391304348
2233,the third one,44,0.9565217391304348
2234,out of my,241,0.9563492063492064
2235,i want a,131,0.9562043795620438
2236,to the bathroom,131,0.9562043795620438
2237,need to stop,65,0.9558823529411765
2238,people ask me,65,0.9558823529411765
2239,not get it,172,0.9555555555555556
2240,to his friend,43,0.9555555555555556
2241,an ice cream,43,0.9555555555555556
2242,never gets old,43,0.9555555555555556
2243,a cat and,43,0.9555555555555556
2244,says you have,43,0.9555555555555556
2245,make fun of,64,0.9552238805970149
2246,when you can,64,0.9552238805970149
2247,i put the,64,0.9552238805970149
2248,are not there,64,0.9552238805970149
2249,you have heard,85,0.9550561797752809
2250,do not care,212,0.954954954954955
2251,a year old,253,0.9547169811320755
2252,i have an,126,0.9545454545454546
2253,you are welcome,63,0.9545454545454546
2254,my wife has,63,0.9545454545454546
2255,to buy some,42,0.9545454545454546
2256,won the lottery,42,0.9545454545454546
2257,to his girlfriend,42,0.9545454545454546
2258,asked my wife,42,0.9545454545454546
2259,i supposed to,42,0.9545454545454546
2260,why i do,42,0.9545454545454546
2261,i told him,272,0.9543859649122807
2262,i will just,125,0.9541984732824428
2263,you get a,333,0.9541547277936963
2264,i have just,166,0.9540229885057471
2265,at a party,83,0.9540229885057471
2266,i know you,83,0.9540229885057471
2267,im looking for,62,0.9538461538461539
2268,at a funeral,62,0.9538461538461539
2269,worst part of,62,0.9538461538461539
2270,while you are,82,0.9534883720930233
2271,do you put,41,0.9534883720930233
2272,a joke and,41,0.9534883720930233
2273,is best friend,41,0.9534883720930233
2274,a peeping tom,41,0.9534883720930233
2275,is this a,41,0.9534883720930233
2276,you are an,102,0.9532710280373832
2277,do not eat,102,0.9532710280373832
2278,you are probably,61,0.953125
2279,i know a,81,0.9529411764705882
2280,what type of,182,0.9528795811518325
2281,so i went,101,0.9528301886792453
2282,you will never,121,0.952755905511811
2283,is the worst,342,0.9526462395543176
2284,when i see,120,0.9523809523809523
2285,but i just,100,0.9523809523809523
2286,i found a,100,0.9523809523809523
2287,told her i,60,0.9523809523809523
2288,not gon na,60,0.9523809523809523
2289,over by a,60,0.9523809523809523
2290,you are my,40,0.9523809523809523
2291,you would never,40,0.9523809523809523
2292,asked him what,40,0.9523809523809523
2293,when you say,40,0.9523809523809523
2294,have ever heard,40,0.9523809523809523
2295,you know they,40,0.9523809523809523
2296,i is not,40,0.9523809523809523
2297,of them says,40,0.9523809523809523
2298,can not even,259,0.9522058823529411
2299,best part of,99,0.9519230769230769
2300,is like a,514,0.9518518518518518
2301,bar with a,79,0.9518072289156626
2302,i like to,394,0.9516908212560387
2303,please do not,177,0.9516129032258065
2304,is all right,59,0.9516129032258065
2305,i was talking,59,0.9516129032258065
2306,im sorry but,59,0.9516129032258065
2307,give me the,59,0.9516129032258065
2308,you know that,333,0.9514285714285714
2309,what is it,273,0.9512195121951219
2310,the opposite of,195,0.9512195121951219
2311,you know if,156,0.9512195121951219
2312,last time i,117,0.9512195121951219
2313,it out with,78,0.9512195121951219
2314,i saw an,39,0.9512195121951219
2315,part of being,39,0.9512195121951219
2316,the other guy,39,0.9512195121951219
2317,friend and i,39,0.9512195121951219
2318,the doctor said,39,0.9512195121951219
2319,when a guy,39,0.9512195121951219
2320,what does not,39,0.9512195121951219
2321,past present and,39,0.9512195121951219
2322,what is so,39,0.9512195121951219
2323,you are right,39,0.9512195121951219
2324,rest of your,39,0.9512195121951219
2325,eye contact with,39,0.9512195121951219
2326,and a bad,39,0.9512195121951219
2327,you can tell,97,0.9509803921568627
2328,people in this,174,0.9508196721311475
2329,so you are,58,0.9508196721311475
2330,i still do,58,0.9508196721311475
2331,im in a,77,0.9506172839506173
2332,out it was,77,0.9506172839506173
2333,want to hear,287,0.9503311258278145
2334,does not even,76,0.95
2335,you have ever,57,0.95
2336,know the difference,57,0.95
2337,thing in the,57,0.95
2338,i said you,57,0.95
2339,gon na have,57,0.95
2340,you like a,57,0.95
2341,when my wife,57,0.95
2342,anything it is,38,0.95
2343,a lion and,38,0.95
2344,not make me,38,0.95
2345,what should i,38,0.95
2346,my house and,38,0.95
2347,am i supposed,38,0.95
2348,once upon a,38,0.95
2349,i might be,38,0.95
2350,to say hello,38,0.95
2351,in your head,38,0.95
2352,hardest thing about,38,0.95
2353,are good at,38,0.95
2354,wife and a,38,0.95
2355,thing to say,38,0.95
2356,about the new,189,0.949748743718593
2357,they call it,94,0.9494949494949495
2358,if a man,56,0.9491525423728814
2359,i was having,56,0.9491525423728814
2360,name for a,56,0.9491525423728814
2361,well that is,56,0.9491525423728814
2362,all of my,74,0.9487179487179487
2363,man on a,74,0.9487179487179487
2364,in my house,74,0.9487179487179487
2365,they call the,37,0.9487179487179487
2366,in a woman,37,0.9487179487179487
2367,know i was,37,0.9487179487179487
2368,came to my,37,0.9487179487179487
2369,my friend was,37,0.9487179487179487
2370,she asked me,37,0.9487179487179487
2371,me where i,37,0.9487179487179487
2372,a girl and,37,0.9487179487179487
2373,saw a man,37,0.9487179487179487
2374,me i think,37,0.9487179487179487
2375,guy on the,37,0.9487179487179487
2376,when i found,37,0.9487179487179487
2377,who invented the,37,0.9487179487179487
2378,in the comments,37,0.9487179487179487
2379,my husband is,37,0.9487179487179487
2380,i was young,37,0.9487179487179487
2381,walk into the,37,0.9487179487179487
2382,not have sex,37,0.9487179487179487
2383,is my first,37,0.9487179487179487
2384,do you have,387,0.9485294117647058
2385,i got a,294,0.9483870967741935
2386,if i could,147,0.9483870967741935
2387,guess it is,55,0.9482758620689655
2388,animal in the,55,0.9482758620689655
2389,asked me to,201,0.9481132075471698
2390,on a scale,73,0.948051948051948
2391,i just had,91,0.9479166666666666
2392,i tried to,270,0.9473684210526315
2393,i need a,144,0.9473684210526315
2394,valentine is day,126,0.9473684210526315
2395,the hell out,90,0.9473684210526315
2396,happens when a,72,0.9473684210526315
2397,if someone is,72,0.9473684210526315
2398,you get your,72,0.9473684210526315
2399,i wonder how,54,0.9473684210526315
2400,i guess he,54,0.9473684210526315
2401,do not ever,36,0.9473684210526315
2402,you used to,36,0.9473684210526315
2403,up this morning,36,0.9473684210526315
2404,have a job,36,0.9473684210526315
2405,when it gets,36,0.9473684210526315
2406,me im going,36,0.9473684210526315
2407,on his shoulder,36,0.9473684210526315
2408,got stuck in,36,0.9473684210526315
2409,wife is a,36,0.9473684210526315
2410,how they got,36,0.9473684210526315
2411,my sister is,36,0.9473684210526315
2412,the correct answer,36,0.9473684210526315
2413,i asked if,36,0.9473684210526315
2414,will see you,36,0.9473684210526315
2415,do i get,36,0.9473684210526315
2416,can not beat,36,0.9473684210526315
2417,can not drive,36,0.9473684210526315
2418,not ask me,36,0.9473684210526315
2419,so im going,36,0.9473684210526315
2420,jokes about the,36,0.9473684210526315
2421,my best friend,89,0.9468085106382979
2422,out of people,89,0.9468085106382979
2423,at a bar,89,0.9468085106382979
2424,is a woman,89,0.9468085106382979
2425,can not believe,230,0.9465020576131687
2426,sounds like a,106,0.9464285714285714
2427,im having a,53,0.9464285714285714
2428,my daughter is,53,0.9464285714285714
2429,know when you,53,0.9464285714285714
2430,i came up,53,0.9464285714285714
2431,if you put,53,0.9464285714285714
2432,kicked out of,123,0.9461538461538461
2433,im trying to,175,0.9459459459459459
2434,know if you,70,0.9459459459459459
2435,some people say,35,0.9459459459459459
2436,can not the,35,0.9459459459459459
2437,she is always,35,0.9459459459459459
2438,it off and,35,0.9459459459459459
2439,when you eat,35,0.9459459459459459
2440,do you take,35,0.9459459459459459
2441,my brother is,35,0.9459459459459459
2442,my phone and,35,0.9459459459459459
2443,another name for,35,0.9459459459459459
2444,do not make,157,0.9457831325301205
2445,so i just,87,0.9456521739130435
2446,because i do,104,0.9454545454545454
2447,my dad was,52,0.9454545454545454
2448,i wish my,52,0.9454545454545454
2449,i said to,69,0.9452054794520548
2450,a little boy,69,0.9452054794520548
2451,think i will,86,0.945054945054945
2452,no it is,103,0.944954128440367
2453,are sitting on,68,0.9444444444444444
2454,so i got,68,0.9444444444444444
2455,peanut butter and,51,0.9444444444444444
2456,is the fastest,51,0.9444444444444444
2457,when you take,51,0.9444444444444444
2458,tell the difference,84,0.9438202247191011
2459,worse than a,67,0.9436619718309859
2460,know how i,67,0.9436619718309859
2461,i asked him,117,0.9435483870967742
2462,once a year,117,0.9435483870967742
2463,in the bathroom,150,0.9433962264150944
2464,who are you,50,0.9433962264150944
2465,you if you,50,0.9433962264150944
2466,sex with a,183,0.9432989690721649
2467,and now i,133,0.9432624113475178
2468,you would think,133,0.9432624113475178
2469,those who can,133,0.9432624113475178
2470,now i can,83,0.9431818181818182
2471,hell out of,83,0.9431818181818182
2472,having sex with,215,0.9429824561403509
2473,so i was,165,0.9428571428571428
2474,i was at,99,0.9428571428571428
2475,i would make,66,0.9428571428571428
2476,you like to,115,0.9426229508196722
2477,put it in,147,0.9423076923076923
2478,on so many,49,0.9423076923076923
2479,last night it,49,0.9423076923076923
2480,to a girl,49,0.9423076923076923
2481,next time you,49,0.9423076923076923
2482,what would you,212,0.9422222222222222
2483,down the street,260,0.9420289855072463
2484,a bowl of,65,0.9420289855072463
2485,just had a,65,0.9420289855072463
2486,i look like,65,0.9420289855072463
2487,stuck in a,65,0.9420289855072463
2488,pain in the,65,0.9420289855072463
2489,why did you,97,0.941747572815534
2490,my wife and,193,0.9414634146341463
2491,said to me,112,0.9411764705882353
2492,i told you,96,0.9411764705882353
2493,is called a,96,0.9411764705882353
2494,what happens if,64,0.9411764705882353
2495,i asked the,64,0.9411764705882353
2496,an old man,48,0.9411764705882353
2497,an argument with,48,0.9411764705882353
2498,you put the,48,0.9411764705882353
2499,give me a,143,0.9407894736842105
2500,went to a,270,0.9407665505226481
2501,i have a,1047,0.9407008086253369
2502,got a job,63,0.9402985074626866
2503,and said i,63,0.9402985074626866
2504,is afraid of,63,0.9402985074626866
2505,every time i,282,0.94
2506,can not remember,94,0.94
2507,the road he,47,0.94
2508,how about a,47,0.94
2509,the day i,47,0.94
2510,of the ocean,47,0.94
2511,in the mirror,109,0.9396551724137931
2512,me in the,124,0.9393939393939394
2513,have a drink,62,0.9393939393939394
2514,and my wife,62,0.9393939393939394
2515,his name is,62,0.9393939393939394
2516,im not a,139,0.9391891891891891
2517,afraid of the,46,0.9387755102040817
2518,you put it,46,0.9387755102040817
2519,i never knew,46,0.9387755102040817
2520,i wrote a,46,0.9387755102040817
2521,a bunch of,488,0.9384615384615385
2522,at the beach,61,0.9384615384615385
2523,the guy that,61,0.9384615384615385
2524,so i guess,76,0.9382716049382716
2525,you look like,75,0.9375
2526,told her to,75,0.9375
2527,the right answer,60,0.9375
2528,the best place,60,0.9375
2529,do we know,45,0.9375
2530,one day i,45,0.9375
2531,inventor of the,45,0.9375
2532,you got a,45,0.9375
2533,you are a,549,0.9368600682593856
2534,my dad is,89,0.9368421052631579
2535,i just can,74,0.9367088607594937
2536,say what you,74,0.9367088607594937
2537,heard of the,103,0.9363636363636364
2538,how do i,103,0.9363636363636364
2539,in to a,88,0.9361702127659575
2540,in the jungle,88,0.9361702127659575
2541,how do they,44,0.9361702127659575
2542,i were a,44,0.9361702127659575
2543,will be here,44,0.9361702127659575
2544,tell me what,44,0.9361702127659575
2545,it to you,44,0.9361702127659575
2546,what is wrong,117,0.936
2547,because you can,73,0.9358974358974359
2548,made out of,73,0.9358974358974359
2549,wish i had,58,0.9354838709677419
2550,guy in a,58,0.9354838709677419
2551,definition of a,72,0.935064935064935
2552,fish in the,43,0.9347826086956522
2553,me for a,43,0.9347826086956522
2554,a pregnant woman,43,0.9347826086956522
2555,down the hill,43,0.9347826086956522
2556,because he does,57,0.9344262295081968
2557,you are having,57,0.9344262295081968
2558,they make up,57,0.9344262295081968
2559,how are you,85,0.9340659340659341
2560,i will never,184,0.934010152284264
2561,at least i,99,0.9339622641509434
2562,when a man,70,0.9333333333333333
2563,well it is,70,0.9333333333333333
2564,do you see,70,0.9333333333333333
2565,i will give,70,0.9333333333333333
2566,came up to,56,0.9333333333333333
2567,told him i,56,0.9333333333333333
2568,think i can,56,0.9333333333333333
2569,fired from the,56,0.9333333333333333
2570,is not hard,56,0.9333333333333333
2571,turns into a,42,0.9333333333333333
2572,is on fire,42,0.9333333333333333
2573,tell you about,42,0.9333333333333333
2574,jehovah is witnesses,42,0.9333333333333333
2575,in a coma,42,0.9333333333333333
2576,front of you,42,0.9333333333333333
2577,a play on,42,0.9333333333333333
2578,will not get,125,0.9328358208955224
2579,because they can,180,0.9326424870466321
2580,if i had,331,0.9323943661971831
2581,walked up to,55,0.9322033898305084
2582,know what a,55,0.9322033898305084
2583,i would go,55,0.9322033898305084
2584,when i have,55,0.9322033898305084
2585,was a kid,123,0.9318181818181818
2586,say when the,82,0.9318181818181818
2587,i just did,41,0.9318181818181818
2588,best time to,41,0.9318181818181818
2589,to see me,41,0.9318181818181818
2590,because im a,41,0.9318181818181818
2591,long and hard,68,0.9315068493150684
2592,how would you,95,0.9313725490196079
2593,in the title,54,0.9310344827586207
2594,a mile away,54,0.9310344827586207
2595,think you are,121,0.9307692307692308
2596,a pile of,94,0.9306930693069307
2597,i think im,134,0.9305555555555556
2598,no no no,67,0.9305555555555556
2599,you would be,107,0.9304347826086956
2600,have sex with,200,0.9302325581395349
2601,does not matter,160,0.9302325581395349
2602,he goes to,40,0.9302325581395349
2603,i get the,40,0.9302325581395349
2604,they are under,40,0.9302325581395349
2605,to hear it,40,0.9302325581395349
2606,the little boy,40,0.9302325581395349
2607,of the tree,40,0.9302325581395349
2608,let you know,40,0.9302325581395349
2609,i got home,40,0.9302325581395349
2610,where all the,53,0.9298245614035088
2611,day it was,53,0.9298245614035088
2612,for a job,53,0.9298245614035088
2613,up with this,66,0.9295774647887324
2614,a guy who,158,0.9294117647058824
2615,this is my,131,0.9290780141843972
2616,said i was,104,0.9285714285714286
2617,so i have,91,0.9285714285714286
2618,not understand why,78,0.9285714285714286
2619,can not run,52,0.9285714285714286
2620,you have seen,52,0.9285714285714286
2621,i called the,39,0.9285714285714286
2622,about all the,39,0.9285714285714286
2623,is too long,39,0.9285714285714286
2624,of a joke,39,0.9285714285714286
2625,know why they,39,0.9285714285714286
2626,ask me what,39,0.9285714285714286
2627,tell me about,39,0.9285714285714286
2628,then you are,39,0.9285714285714286
2629,arms or legs,39,0.9285714285714286
2630,not care what,39,0.9285714285714286
2631,present and future,39,0.9285714285714286
2632,not come back,39,0.9285714285714286
2633,could say he,39,0.9285714285714286
2634,let her know,39,0.9285714285714286
2635,not have one,39,0.9285714285714286
2636,not let her,39,0.9285714285714286
2637,and hillary clinton,39,0.9285714285714286
2638,i refuse to,39,0.9285714285714286
2639,unless you are,129,0.9280575539568345
2640,i get a,103,0.9279279279279279
2641,when a woman,77,0.927710843373494
2642,do not forget,77,0.927710843373494
2643,what can i,64,0.927536231884058
2644,i want my,64,0.927536231884058
2645,in my head,64,0.927536231884058
2646,go to jail,51,0.9272727272727272
2647,he woke up,51,0.9272727272727272
2648,feel bad for,51,0.9272727272727272
2649,me to the,51,0.9272727272727272
2650,do not work,89,0.9270833333333334
2651,i made a,127,0.927007299270073
2652,happened to the,165,0.9269662921348315
